iter	RMSE
238	0.4227693615
239	0.4226554226
240	0.4224597842
241	0.4222630256
242	0.422039868
243	0.4217655992
244	0.421519581
245	0.4213325009
246	0.4211078239
247	0.4208771195
248	0.4206886892
249	0.4205048883
250	0.4203104512
251	0.4200558432
252	0.4199283012
253	0.4197525992
254	0.4196152973
255	0.4193884914
256	0.4191434462
257	0.418915619
258	0.4187771381
259	0.418574695
260	0.418298877
261	0.4180668701
262	0.4178866441
263	0.4176126487
264	0.4173476902
265	0.4171188141
266	0.4169642919
267	0.4167498559
268	0.4165458681
269	0.4163634463
270	0.4161805451
271	0.4159006674
272	0.4156764024
273	0.4154835434
274	0.4153195961
275	0.4151322146
276	0.4149214152
277	0.414675486
278	0.4144609063
279	0.414131949
280	0.414022465
281	0.4137249501
282	0.4135584431
283	0.413291473
284	0.4130849646
285	0.4127417648
286	0.412561859
287	0.41233287
288	0.4121920129
289	0.4120524295
290	0.4117254076
291	0.411566022
292	0.4114109931
293	0.4111791946
294	0.4109821813
295	0.4108606053
296	0.4105801598
297	0.4103448521
298	0.4101847719
299	0.4099187829
300	0.4097973425
301	0.4096200776
302	0.4094218761
303	0.4091793286
304	0.4089887458
305	0.4087975292
306	0.4086325754
307	0.4084254117
308	0.4082825507
309	0.4081285141
310	0.4079734761
311	0.4078172189
312	0.4076455752
313	0.407473177
314	0.4072837331
315	0.407145938
316	0.4070184078
317	0.4068329413
318	0.4065670082
319	0.4064501478
320	0.4062681697
321	0.4061142616
322	0.4059084662
323	0.4057103305
324	0.4056015876
325	0.4054270192
326	0.4052268615
327	0.4048882924
328	0.4047950212
329	0.4045770725
330	0.404399912
331	0.4041698439
332	0.4040754567
333	0.4038982697
334	0.4037057149
335	0.4034807366
336	0.4032807372
337	0.4030834059
338	0.4028428346
339	0.4027430852
340	0.4025666514
341	0.4024205041
342	0.4021974198
343	0.4019953305
344	0.4017220169
345	0.4015886842
346	0.4013704742
347	0.4012061391
348	0.4010734113
349	0.4008043043
350	0.4006719081
351	0.4005209901
352	0.4002677625
353	0.4001244029
354	0.3999788705
355	0.3998698219
356	0.3996792004
357	0.3994957779
358	0.3993596325
359	0.399181518
360	0.3990336294
361	0.3987661367
362	0.3986444857
363	0.3984038772
364	0.3982340031
365	0.3980492717
366	0.397921693
367	0.3977930531
368	0.3976391621
369	0.3974624562
370	0.3973104495
371	0.3971524819
372	0.3970069403
373	0.3968051339
374	0.3966478347
375	0.3964176957
376	0.3962253942
377	0.3960506422
378	0.3957700589
379	0.3956561258
380	0.395492275
381	0.3952412745
382	0.3950727602
383	0.3948696785
384	0.3946709674
385	0.3944615753
386	0.3942909105
387	0.3941160801
388	0.3939489522
389	0.39379471
390	0.3936396245
391	0.3934087468
392	0.3931143929
393	0.3929620699
394	0.3928003776
395	0.392658791
396	0.3924724124
397	0.392326799
398	0.3921429906
399	0.39205113
400	0.391900653
401	0.3917951846
402	0.3916454828
403	0.39153712
404	0.3913376625
405	0.3911816269
406	0.3909530457
407	0.3908483417
408	0.390678572
409	0.3905305805
410	0.3904123345
411	0.3902522398
412	0.3901332747
413	0.3900367994
414	0.3899007729
415	0.389692973
416	0.3894986322
417	0.389345913
418	0.3892369409
419	0.3891137648
420	0.3889513311
421	0.3887744055
422	0.3885698692
423	0.3884031903
424	0.3882461946
425	0.3880771234
426	0.387947758
427	0.3877561332
428	0.3875707374
429	0.3874347342
430	0.387225031
431	0.3870755997
432	0.3869446181
433	0.3868085063
434	0.3866738076
435	0.3865569603
436	0.3864163648
437	0.3861903217
438	0.3860690944
439	0.3859040834
440	0.3856646516
441	0.3854205121
442	0.3851835774
443	0.3850556797
444	0.3848697534
445	0.3847248849
446	0.3845521221
447	0.3843406549
448	0.3841788115
449	0.3839988997
450	0.3838401103
451	0.3837143816
452	0.3835874409
453	0.3834402753
454	0.3832554353
455	0.3831126523
456	0.3829085955
457	0.3827709054
458	0.382583374
459	0.3824633913
460	0.3823030482
461	0.3821934902
462	0.3820839887
463	0.3819595309
464	0.3818020068
465	0.3816896222
466	0.3815735325
467	0.3814470676
468	0.3813371653
469	0.3811685481
470	0.3810395759
471	0.380906163
472	0.3807469691
473	0.3806352263
474	0.3805325838
475	0.3804389764
476	0.3802325744
477	0.3801327573
478	0.3799884928
479	0.3798021571
480	0.3796432402
481	0.379464139
482	0.3793197474
483	0.3791819334
484	0.3789673315
485	0.3788412501
486	0.3786513182
487	0.378497134
488	0.3783791842
489	0.3782414532
490	0.3781434918
491	0.3780134839
492	0.377870555
493	0.3777604149
494	0.3775827894
495	0.377397618
496	0.3772561991
497	0.3771524445
498	0.3770363746
499	0.3768767663
500	0.3767270096
501	0.3765920736
502	0.3764727518
503	0.3763340721
504	0.3762386143
505	0.3761070393
506	0.3759578695
507	0.3757913897
508	0.375661437
509	0.375516941
510	0.3753734945
511	0.3751984818
512	0.3750999014
513	0.3749657167
514	0.374805169
515	0.3746691309
516	0.3745651689
517	0.3743866321
518	0.3742771447
519	0.3740991923
520	0.3739169036
521	0.3737510723
522	0.3736171125
523	0.3734687308
524	0.3733029204
525	0.3731451175
526	0.3730113134
527	0.3728221467
528	0.3726612371
529	0.3725471167
530	0.3724174932
531	0.3723263998
532	0.3722306572
533	0.3721158637
534	0.3719565728
535	0.3718009683
536	0.3716071866
537	0.371491119
538	0.3713505163
539	0.3711770849
540	0.3710041881
541	0.3708939876
542	0.3707516539
543	0.3706101063
544	0.3704765349
545	0.370318737
546	0.3702089711
547	0.3700729939
548	0.3699422
549	0.3697986489
550	0.3696528781
551	0.3695449737
552	0.3694103914
553	0.3692940068
554	0.3691976213
555	0.369006717
556	0.368873884
557	0.3687097732
558	0.3685661822
559	0.3684374124
560	0.3683421824
561	0.3681944431
562	0.3680980653
563	0.3679844645
564	0.3678362976
565	0.3677493796
566	0.3676003958
567	0.3674580999
568	0.3673905675
569	0.3673056562
570	0.3671657723
571	0.3670268604
572	0.3668236258
573	0.3667255269
574	0.3666119433
575	0.3664448805
576	0.3663163044
577	0.3662137625
578	0.366089533
579	0.3659272954
580	0.365822549
581	0.3657181808
582	0.3656036321
583	0.3654882664
584	0.3653767019
585	0.3652874303
586	0.3651924114
587	0.3650448492
588	0.3649385032
589	0.3647728948
590	0.3646306103
591	0.3644703081
592	0.3643635508
593	0.3642141564
594	0.3640403283
595	0.3639325866
596	0.3638213744
597	0.3636751365
598	0.3635414397
599	0.3634352342
600	0.3633082923
601	0.3632215757
602	0.363118882
603	0.3630011203
604	0.36289981
605	0.3628163835
606	0.3627487496
607	0.3626696272
608	0.3625901484
609	0.3624776143
610	0.3623615661
611	0.3622177353
612	0.3621280821
613	0.3620194324
614	0.3618844509
615	0.3617886378
616	0.3616480714
617	0.3615059091
618	0.3614160215
619	0.361322697
620	0.3612284341
621	0.3611374492
622	0.3610273085
623	0.3609664784
624	0.3608515759
625	0.3607829836
626	0.3606839951
627	0.3605381552
628	0.3603665455
629	0.3602723277
630	0.3601509985
631	0.3600735475
632	0.3599444621
633	0.3598091286
634	0.3597231142
635	0.3595658408
636	0.3594464521
637	0.3593074505
638	0.3591424998
639	0.3590534251
640	0.3589428656
641	0.3587768653
642	0.3586989536
643	0.3586088019
644	0.3585188837
645	0.3584251823
646	0.3582574366
647	0.3581751288
648	0.3580879603
649	0.3579882127
650	0.3578858181
651	0.3578157049
652	0.3577202884
653	0.3575842032
654	0.3574431162
655	0.3573376546
656	0.3571869839
657	0.3571216579
658	0.3569866833
659	0.3569033991
660	0.3568390269
661	0.3567427548
662	0.3566128638
663	0.356481168
664	0.3564069728
665	0.3562542427
666	0.3561458413
667	0.3559814127
668	0.3558270953
669	0.3557523836
670	0.3556515241
671	0.3555490163
672	0.3554303048
673	0.3552909696
674	0.3551953525
675	0.3550817114
676	0.3548981351
677	0.3547753547
678	0.354634537
679	0.3545440564
680	0.3544866577
681	0.3544172168
682	0.3542601184
683	0.3541855274
684	0.354074066
685	0.353903632
686	0.3538453656
687	0.3537432578
688	0.3536425259
689	0.3535593195
690	0.3534805002
691	0.3533701092
692	0.3533023933
693	0.3531340234
694	0.3530318171
695	0.3529478777
696	0.3528216108
697	0.3527195841
698	0.3526135472
699	0.352499666
700	0.3523947286
701	0.352328751
702	0.3521950384
703	0.3520441854
704	0.3519390891
705	0.3518633676
706	0.3517301847
707	0.351613663
708	0.3515004392
709	0.3514225926
710	0.3513495047
711	0.3512744791
712	0.3511885684
713	0.3511233984
714	0.3509965962
715	0.3508922249
716	0.3507348224
717	0.3506622728
718	0.3505426075
719	0.3504433701
720	0.3503542365
721	0.3502623748
722	0.350133697
723	0.3500312822
724	0.3499044072
725	0.3498363492
726	0.3497309655
727	0.3496215376
728	0.349535149
729	0.3493983267
730	0.3492709945
731	0.3492169371
732	0.3491276662
733	0.3490409251
734	0.3489278474
735	0.3487854755
736	0.3486386342
737	0.3485279855
738	0.3484421353
739	0.348306522
740	0.3482329334
741	0.3481532091
742	0.3480632863
743	0.3479064893
744	0.3478266952
745	0.3476908618
746	0.3476026121
747	0.3475171432
748	0.3474074675
749	0.3473067962
750	0.347186951
751	0.3471044418
752	0.3470033643
753	0.3468780008
754	0.346779274
755	0.3467005685
756	0.3466519321
757	0.3465666789
758	0.3465121937
759	0.3463276562
760	0.3461748267
761	0.3460848971
762	0.3460356053
763	0.3459530276
764	0.3458797211
765	0.3458218026
766	0.3456747129
767	0.345602606
768	0.3454681302
769	0.3453465326
770	0.3452470686
771	0.3451753758
772	0.3450581414
773	0.3449674789
774	0.3448532812
775	0.3447563251
776	0.3446411973
777	0.3445265759
778	0.3444028047
779	0.3443247957
780	0.3442306551
781	0.3441572773
782	0.3440367335
783	0.343975785
784	0.3439067609
785	0.3438296969
786	0.3437361226
787	0.3436801257
788	0.3436109796
789	0.3434953018
790	0.3434250767
791	0.3433619236
792	0.3432812453
793	0.3432075898
794	0.3430929502
795	0.3430188506
796	0.342943702
797	0.3428786123
798	0.342768838
799	0.3427099929
800	0.3426483823
801	0.3425045788
802	0.3424085085
803	0.3423164718
804	0.3422431347
805	0.3421610611
806	0.3420464701
807	0.3419811368
808	0.3419333067
809	0.3418594478
810	0.3417279163
811	0.3415651956
812	0.3414488282
813	0.3413376625
814	0.3412477721
815	0.3411744376
816	0.3410362662
817	0.3409667069
818	0.3408968421
819	0.3408494531
820	0.3406495921
821	0.3405563016
822	0.3405003728
823	0.3404083086
824	0.3403390468
825	0.3402744155
826	0.3401709099
827	0.3400851329
828	0.3399781733
829	0.3398807021
830	0.33976376
831	0.3396582264
832	0.3396015975
833	0.3395214282
834	0.33941437
835	0.3392929231
836	0.3391718617
837	0.3390921789
838	0.3390041031
839	0.3389303512
840	0.3388409105
841	0.338736172
842	0.338656019
843	0.3384873051
844	0.3384112491
845	0.3383038981
846	0.3382209436
847	0.3381569254
848	0.3380609399
849	0.3379550724
850	0.3378829
851	0.3378046489
852	0.3376983987
853	0.3375705975
854	0.3374464757
855	0.3373444402
856	0.3372481641
857	0.3371874764
858	0.3370359868
859	0.3369716131
860	0.3368584622
861	0.3368107032
862	0.3367347735
863	0.3366433175
864	0.3365683035
865	0.3364549688
866	0.3363825759
867	0.3363319123
868	0.336220338
869	0.336126901
870	0.3360255042
871	0.3359577786
872	0.3358863358
873	0.3358239663
874	0.3357186698
875	0.3356544102
876	0.3355817513
877	0.3355104391
878	0.3354264936
879	0.3353794449
880	0.3352020613
881	0.335124557
882	0.3350446222
883	0.3349437312
884	0.3348258715
885	0.3347256523
886	0.3346211542
887	0.3345065736
888	0.3344370803
889	0.3343317672
890	0.3342408474
891	0.334153753
892	0.3340765024
893	0.3339881457
894	0.3338661803
895	0.3337726987
896	0.3336961293
897	0.3336316325
898	0.333506832
899	0.3333994136
900	0.3332610159
901	0.3331782149
902	0.3330792151
903	0.3329939602
904	0.3328964609
905	0.3327681969
906	0.3326683594
907	0.3325827872
908	0.3325165164
909	0.3324777189
910	0.3323934334
911	0.3322997418
912	0.3322312371
913	0.3321591625
914	0.3321028541
915	0.3320447705
916	0.3319951731
917	0.3319237819
918	0.331816073
919	0.3317436145
920	0.3316497368
921	0.3315286839
922	0.3314859266
923	0.3314062521
924	0.3313313835
925	0.3312173301
926	0.3311195329
927	0.3310109175
928	0.3309026277
929	0.3307832034
930	0.3307296589
931	0.3306537164
932	0.3305761282
933	0.3304787763
934	0.3303897313
935	0.3302904317
936	0.3302213622
937	0.3301390774
938	0.3299923781
939	0.3298784027
940	0.3298099167
941	0.3297215928
942	0.329643472
943	0.3295706341
944	0.3294902941
945	0.3293694951
946	0.3292914037
947	0.3292261531
948	0.3291538389
949	0.3290723429
950	0.3289787477
951	0.3288776638
952	0.3288325266
953	0.3287849733
954	0.328722657
955	0.3286163877
956	0.3285167939
957	0.3284387142
958	0.3283311505
959	0.3282911214
960	0.3282428372
961	0.3281794845
962	0.3280661361
963	0.3279783762
964	0.327913914
965	0.3278062123
966	0.3277485213
967	0.3276142276
968	0.3275224208
969	0.3273571353
970	0.3272762226
971	0.3272211023
972	0.3271394103
973	0.3270311866
974	0.3269103388
975	0.3268290361
976	0.3267471462
977	0.326688133
978	0.3265802806
979	0.3265238983
980	0.3264233591
981	0.3263765425
982	0.3263029531
983	0.3262296374
984	0.3261474622
985	0.3260401416
986	0.3259747556
987	0.3258669468
988	0.3257997981
989	0.3257548778
990	0.3256877471
991	0.3256103461
992	0.3255623493
993	0.3254988702
994	0.325396045
995	0.3253315351
996	0.3252720949
997	0.3252121261
998	0.3251425542
999	0.3250719981
1000	0.3250029785
1001	0.3249215134
1002	0.324822824
1003	0.3247171817
1004	0.3246474963
1005	0.3245466937
1006	0.3244500529
1007	0.3243861462
1008	0.3242982002
1009	0.3242364289
1010	0.3241429971
1011	0.3240659869
1012	0.3240047089
1013	0.3239274185
1014	0.3238849126
1015	0.323769294
1016	0.3237063161
1017	0.3235875382
1018	0.3235545076
1019	0.3234317877
1020	0.3233543741
1021	0.3232567047
1022	0.3231839346
1023	0.3230687301
1024	0.3229693731
1025	0.3228873007
1026	0.3228227921
1027	0.3227486616
1028	0.3226661152
1029	0.3226013743
1030	0.3224933612
1031	0.3224397987
1032	0.322295911
1033	0.3222206532
1034	0.3221596232
1035	0.3220305978
1036	0.3219469684
1037	0.3218841848
1038	0.321821336
1039	0.3217229373
1040	0.3216382856
1041	0.3215538994
1042	0.3214800421
1043	0.3214061029
1044	0.3213557167
1045	0.3212635089
1046	0.3212063216
1047	0.3211209105
1048	0.3210618093
1049	0.3209705829
1050	0.3209237061
1051	0.3208462105
1052	0.3207882404
1053	0.3207019863
1054	0.3206372413
1055	0.3205455821
1056	0.3204312559
1057	0.3203455655
1058	0.320230724
1059	0.3201603106
1060	0.3200614979
1061	0.3199873061
1062	0.3199018226
1063	0.3198377861
1064	0.3197545532
1065	0.3196652474
1066	0.3195544389
1067	0.3194942909
1068	0.3194141454
1069	0.3193314617
1070	0.3192761076
1071	0.3192195477
1072	0.3191423055
1073	0.3190699676
1074	0.3190264937
1075	0.3189540566
1076	0.3188692991
1077	0.3187524824
1078	0.3186839862
1079	0.3186027008
1080	0.3185473305
1081	0.3184710715
1082	0.3183900315
1083	0.3183212468
1084	0.3182222409
1085	0.3181518849
1086	0.3180974912
1087	0.318005209
1088	0.3179362978
1089	0.3178865799
1090	0.3178151657
1091	0.3176933024
1092	0.3176280141
1093	0.3175467451
1094	0.3174990937
1095	0.3174334135
1096	0.3173302012
1097	0.3172655234
1098	0.3171906459
1099	0.3171267753
1100	0.3170446761
1101	0.3169693275
1102	0.3169024431
1103	0.3168110342
1104	0.3167436631
1105	0.316685484
1106	0.3166147499
1107	0.3165481406
1108	0.3164639608
1109	0.3163944154
1110	0.3163393857
1111	0.3162883935
1112	0.3162035291
1113	0.3161110761
1114	0.3160464219
1115	0.3159488637
1116	0.3158308975
1117	0.3157789602
1118	0.3157078332
1119	0.3156158277
1120	0.3155507439
1121	0.315485689
1122	0.3154497938
1123	0.3153964674
1124	0.3153226545
1125	0.3152736519
1126	0.3152290717
1127	0.3151328129
1128	0.3150552143
1129	0.3150224373
1130	0.3149533239
1131	0.3149132842
1132	0.3148318575
1133	0.3147391599
1134	0.3146624945
1135	0.3145916763
1136	0.3145484975
1137	0.3144802021
1138	0.3144321693
1139	0.3143936244
1140	0.3143352919
1141	0.3142602478
1142	0.3141942755
1143	0.3141377578
1144	0.3140259322
1145	0.3139443813
1146	0.3138091968
1147	0.3137922536
1148	0.31373182
1149	0.3136534363
1150	0.3135983879
1151	0.3135554066
1152	0.3134944533
1153	0.3134059135
1154	0.3132972514
1155	0.3132483725
1156	0.3131830922
1157	0.3131464984
1158	0.3130716642
1159	0.3130244822
1160	0.3129289259
1161	0.3128294523
1162	0.3127959829
1163	0.3127080371
1164	0.3125908392
1165	0.3124895602
1166	0.3124224371
1167	0.3123474662
1168	0.3122985128
1169	0.312223611
1170	0.3121595323
1171	0.3120507371
1172	0.3119508717
1173	0.3118819808
1174	0.311784707
1175	0.3117195749
1176	0.311671393
1177	0.3116162778
1178	0.3115227403
1179	0.3114630767
1180	0.3113554001
1181	0.3112950718
1182	0.3112280975
1183	0.31115765
1184	0.3111026528
1185	0.3110533222
1186	0.3109830661
1187	0.3109203666
1188	0.3108698787
1189	0.3108062206
1190	0.3106921957
1191	0.3106381027
1192	0.3105932792
1193	0.3105304713
1194	0.3104517827
1195	0.3103823089
1196	0.3103151555
1197	0.31028106
1198	0.3101561925
1199	0.3101177228
